1.570458, -1.569364, 1.604961, 1.526650, 1.567054, 0.014832
1.570408, -1.569314, 1.604911, 1.526600, 1.567104, 0.014882
1.570258, -1.569164, 1.604761, 1.526450, 1.567254, 0.015032
1.570008, -1.568914, 1.604511, 1.526200, 1.567504, 0.015282
1.569658, -1.568564, 1.604161, 1.525850, 1.567854, 0.015632
1.569208, -1.568114, 1.603711, 1.525400, 1.568304, 0.016080
1.568658, -1.567564, 1.603161, 1.524850, 1.568854, 0.016503
1.568008, -1.566914, 1.602511, 1.524200, 1.569504, 0.016825
1.567258, -1.566164, 1.601761, 1.523450, 1.570254, 0.017048
1.566408, -1.565314, 1.600911, 1.522600, 1.571104, 0.017170
1.565458, -1.564364, 1.599961, 1.521650, 1.572054, 0.017196
1.564408, -1.563314, 1.598911, 1.520600, 1.573104, 0.017196
1.563258, -1.562164, 1.597761, 1.519450, 1.574254, 0.017196
1.562008, -1.560914, 1.596511, 1.518200, 1.575504, 0.017196
1.560658, -1.559564, 1.595161, 1.516850, 1.576854, 0.017196
1.559208, -1.558114, 1.593711, 1.515400, 1.578304, 0.017196
1.557658, -1.556564, 1.592161, 1.513850, 1.579854, 0.017196
1.556008, -1.554914, 1.590511, 1.512200, 1.581504, 0.017196
1.554258, -1.553164, 1.588761, 1.510450, 1.583254, 0.017196
1.552408, -1.551314, 1.586911, 1.508600, 1.585104, 0.017196
1.550458, -1.549364, 1.584961, 1.506650, 1.587054, 0.017196
1.548408, -1.547314, 1.582911, 1.504600, 1.589104, 0.017196
1.546258, -1.545164, 1.580761, 1.502450, 1.591254, 0.017196
1.544008, -1.542914, 1.578511, 1.500200, 1.593504, 0.017196
1.541658, -1.540564, 1.576161, 1.497850, 1.595854, 0.017196
1.539208, -1.538114, 1.573711, 1.495400, 1.598304, 0.017196
1.536658, -1.535564, 1.571161, 1.492850, 1.600854, 0.017196
1.534008, -1.532914, 1.568511, 1.490200, 1.603504, 0.017196
1.531258, -1.530164, 1.565761, 1.487450, 1.606254, 0.017196
1.528408, -1.527314, 1.562911, 1.484600, 1.609104, 0.017196
1.525458, -1.524364, 1.559961, 1.481650, 1.612054, 0.017196
1.522408, -1.521314, 1.556911, 1.478600, 1.615104, 0.017196
1.519258, -1.518164, 1.553761, 1.475450, 1.618254, 0.017196
1.516008, -1.514914, 1.550511, 1.472200, 1.621504, 0.017196
1.512658, -1.511564, 1.547161, 1.468850, 1.624854, 0.017196
1.509208, -1.508114, 1.543711, 1.465400, 1.628304, 0.017196
1.505658, -1.504564, 1.540161, 1.461850, 1.631854, 0.017196
1.502008, -1.500914, 1.536511, 1.458200, 1.635504, 0.017196
1.498258, -1.497164, 1.532761, 1.454450, 1.639254, 0.017196
1.494408, -1.493314, 1.528911, 1.450600, 1.643104, 0.017196
1.490458, -1.489364, 1.524961, 1.446650, 1.647054, 0.017196
1.486408, -1.485314, 1.520911, 1.442600, 1.651104, 0.017196
1.482258, -1.481164, 1.516761, 1.438450, 1.655254, 0.017196
1.478008, -1.476914, 1.512511, 1.434200, 1.659504, 0.017196
1.473658, -1.472564, 1.508161, 1.429850, 1.663854, 0.017196
1.469208, -1.468114, 1.503711, 1.425400, 1.668304, 0.017196
1.464658, -1.463564, 1.499161, 1.420850, 1.672854, 0.017196
1.460008, -1.458914, 1.494511, 1.416200, 1.677504, 0.017196
1.455258, -1.454164, 1.489761, 1.411450, 1.682254, 0.017196
1.450408, -1.449314, 1.484911, 1.406600, 1.687104, 0.017196
1.445458, -1.444364, 1.479961, 1.401650, 1.692054, 0.017196
1.440408, -1.439314, 1.474911, 1.396600, 1.697104, 0.017196
1.435258, -1.434164, 1.469761, 1.391450, 1.702254, 0.017196
1.430008, -1.428914, 1.464511, 1.386200, 1.707504, 0.017196
1.424658, -1.423564, 1.459161, 1.380850, 1.712854, 0.017196
1.419208, -1.418114, 1.453711, 1.375400, 1.718304, 0.017196
1.413658, -1.412564, 1.448161, 1.369850, 1.723854, 0.017196
1.408008, -1.406914, 1.442511, 1.364200, 1.729504, 0.017196
1.402258, -1.401164, 1.436761, 1.358450, 1.735254, 0.017196
1.396408, -1.395314, 1.430911, 1.352600, 1.741104, 0.017196
1.390458, -1.389364, 1.424961, 1.346650, 1.747054, 0.017196
1.384408, -1.383314, 1.418911, 1.340600, 1.753104, 0.017196
1.378258, -1.377168, 1.412761, 1.334450, 1.759254, 0.017196
1.372008, -1.371060, 1.406511, 1.328200, 1.765504, 0.017196
1.365658, -1.365052, 1.400161, 1.321850, 1.771854, 0.017196
1.359208, -1.359144, 1.393711, 1.315400, 1.778304, 0.017196
1.352658, -1.353336, 1.387161, 1.308850, 1.784854, 0.017196
1.346008, -1.347627, 1.380511, 1.302200, 1.791504, 0.017196
1.339258, -1.342019, 1.373761, 1.295450, 1.798254, 0.017196
1.332408, -1.336511, 1.366911, 1.288600, 1.805104, 0.017196
1.325458, -1.331103, 1.359961, 1.281650, 1.812054, 0.017196
1.318408, -1.325795, 1.352911, 1.274600, 1.819104, 0.017196
1.311258, -1.320586, 1.345761, 1.267450, 1.826254, 0.017196
1.304008, -1.315478, 1.338511, 1.260200, 1.833504, 0.017196
1.296658, -1.310470, 1.331161, 1.252850, 1.840854, 0.017196
1.289208, -1.305562, 1.323711, 1.245400, 1.848304, 0.017196
1.281658, -1.300754, 1.316161, 1.237850, 1.855854, 0.017196
1.274008, -1.296045, 1.308511, 1.230200, 1.863504, 0.017196
1.266258, -1.291437, 1.300761, 1.222450, 1.871254, 0.017196
1.258408, -1.286929, 1.292911, 1.214600, 1.879104, 0.017196
1.250458, -1.282521, 1.284961, 1.206650, 1.887054, 0.017196
1.242408, -1.278213, 1.276911, 1.198600, 1.895104, 0.017196
1.234258, -1.274005, 1.268761, 1.190450, 1.903254, 0.017196
1.226008, -1.269896, 1.260511, 1.182200, 1.911504, 0.017196
1.217658, -1.265888, 1.252161, 1.173850, 1.919854, 0.017196
1.209208, -1.261980, 1.243711, 1.165400, 1.928304, 0.017196
1.200658, -1.258172, 1.235161, 1.156850, 1.936854, 0.017196
1.192008, -1.254464, 1.226511, 1.148200, 1.945504, 0.017196
1.183258, -1.250855, 1.217761, 1.139450, 1.954254, 0.017196
1.174408, -1.247347, 1.208911, 1.130600, 1.963104, 0.017196
1.165458, -1.243939, 1.199961, 1.121650, 1.972054, 0.017196
1.156408, -1.240631, 1.190911, 1.112600, 1.981104, 0.017196
1.147258, -1.237423, 1.181761, 1.103450, 1.990254, 0.017196
1.138008, -1.234315, 1.172511, 1.094200, 1.999504, 0.017196
1.128658, -1.231306, 1.163161, 1.084850, 2.008854, 0.017196
1.119208, -1.228398, 1.153711, 1.075400, 2.018304, 0.017196
1.109658, -1.225590, 1.144161, 1.065850, 2.027854, 0.017196
1.100008, -1.222882, 1.134511, 1.056200, 2.037504, 0.017196
1.090258, -1.220274, 1.124761, 1.046450, 2.047254, 0.017196
1.080408, -1.217765, 1.114911, 1.036600, 2.057104, 0.017196
1.070458, -1.215357, 1.104961, 1.026650, 2.067054, 0.017196
1.060458, -1.213049, 1.094961, 1.016650, 2.077054, 0.017196
1.050458, -1.210841, 1.084961, 1.006650, 2.087054, 0.017196
1.040458, -1.208733, 1.074961, 0.996650, 2.097054, 0.017196
1.030458, -1.206725, 1.064961, 0.986650, 2.107054, 0.017196
1.020458, -1.204816, 1.054961, 0.976650, 2.117054, 0.017196
1.010458, -1.203008, 1.044961, 0.966650, 2.127054, 0.017196
1.000458, -1.201300, 1.034961, 0.956650, 2.137054, 0.017196
0.990458, -1.199692, 1.024961, 0.946650, 2.147054, 0.017196
0.980458, -1.198184, 1.014961, 0.936650, 2.157054, 0.017196
0.970458, -1.196775, 1.004961, 0.926650, 2.167054, 0.017196
0.960458, -1.195467, 0.994961, 0.916650, 2.177054, 0.017196
0.950458, -1.194259, 0.984961, 0.906650, 2.187054, 0.017196
0.940458, -1.193151, 0.974961, 0.896650, 2.197054, 0.017196
0.930458, -1.192143, 0.964961, 0.886650, 2.207054, 0.017196
0.920458, -1.191235, 0.954961, 0.876650, 2.217054, 0.017196
0.910458, -1.190426, 0.944961, 0.866650, 2.227054, 0.017196
0.900458, -1.189718, 0.934961, 0.856650, 2.237054, 0.017196
0.890458, -1.189110, 0.924961, 0.846650, 2.247054, 0.017196
0.880458, -1.188602, 0.914961, 0.836650, 2.257054, 0.017196
0.870458, -1.188194, 0.904961, 0.826650, 2.267054, 0.017196
0.860458, -1.187885, 0.894961, 0.816650, 2.277054, 0.017196
0.850458, -1.187677, 0.884961, 0.806650, 2.287040, 0.017196
0.840458, -1.187569, 0.874961, 0.796650, 2.296937, 0.017196
0.830458, -1.187552, 0.864961, 0.786650, 2.306734, 0.017196
0.820458, -1.187552, 0.854961, 0.776650, 2.316431, 0.017196
0.810458, -1.187552, 0.844961, 0.766650, 2.326029, 0.017196
0.800458, -1.187552, 0.834961, 0.756650, 2.335526, 0.017196
0.790458, -1.187552, 0.824961, 0.746650, 2.344923, 0.017196
0.780458, -1.187552, 0.814961, 0.736650, 2.354220, 0.017196
0.770458, -1.187552, 0.804961, 0.726650, 2.363417, 0.017196
0.760458, -1.187552, 0.794961, 0.716650, 2.372514, 0.017196
0.750458, -1.187552, 0.784961, 0.706650, 2.381512, 0.017196
0.740458, -1.187552, 0.774961, 0.696650, 2.390409, 0.017196
0.730458, -1.187552, 0.764961, 0.686650, 2.399206, 0.017196
0.720458, -1.187552, 0.754961, 0.676650, 2.407903, 0.017196
0.710458, -1.187552, 0.744961, 0.666650, 2.416500, 0.017196
0.700458, -1.187552, 0.734961, 0.656650, 2.424997, 0.017196
0.690458, -1.187552, 0.724961, 0.646650, 2.433395, 0.017196
0.680458, -1.187552, 0.714961, 0.636650, 2.441692, 0.017196
0.670458, -1.187552, 0.704961, 0.626650, 2.449889, 0.017196
0.660458, -1.187552, 0.694961, 0.616650, 2.457986, 0.017196
0.650458, -1.187552, 0.684961, 0.606650, 2.465983, 0.017196
0.640458, -1.187552, 0.674961, 0.596650, 2.473880, 0.017196
0.630458, -1.187552, 0.664961, 0.586650, 2.481678, 0.017196
0.620458, -1.187552, 0.654961, 0.576650, 2.489375, 0.017196
0.610458, -1.187552, 0.644961, 0.566650, 2.496972, 0.017196
0.600458, -1.187552, 0.634961, 0.556650, 2.504469, 0.017196
0.590458, -1.187552, 0.624961, 0.546650, 2.511866, 0.017196
0.580458, -1.187552, 0.614961, 0.536650, 2.519163, 0.017196
0.570458, -1.187552, 0.604961, 0.526650, 2.526361, 0.017196
0.560458, -1.187552, 0.594961, 0.516650, 2.533458, 0.017196
0.550458, -1.187552, 0.584961, 0.506650, 2.540455, 0.017196
0.540458, -1.187552, 0.574961, 0.496650, 2.547352, 0.017196
0.530458, -1.187552, 0.564961, 0.486650, 2.554149, 0.017196
0.520458, -1.187552, 0.554961, 0.476650, 2.560846, 0.017196
0.510458, -1.187552, 0.544961, 0.466650, 2.567444, 0.017196
0.500458, -1.187552, 0.534961, 0.456650, 2.573941, 0.017196
0.490458, -1.187552, 0.524961, 0.446650, 2.580338, 0.017196
0.480458, -1.187552, 0.514961, 0.436650, 2.586635, 0.017196
0.470458, -1.187552, 0.504961, 0.426650, 2.592832, 0.017196
0.460458, -1.187552, 0.494961, 0.416650, 2.598930, 0.017196
0.450458, -1.187552, 0.484961, 0.406650, 2.604927, 0.017196
0.440458, -1.187552, 0.474961, 0.396650, 2.610824, 0.017196
0.430458, -1.187552, 0.464961, 0.386650, 2.616621, 0.017196
0.420458, -1.187552, 0.454961, 0.376650, 2.622318, 0.017196
0.410458, -1.187552, 0.444961, 0.366650, 2.627915, 0.017196
0.400458, -1.187552, 0.434961, 0.356650, 2.633413, 0.017196
0.390458, -1.187552, 0.424961, 0.346650, 2.638810, 0.017196
0.380458, -1.187552, 0.414961, 0.336650, 2.644107, 0.017196
0.370458, -1.187552, 0.404961, 0.326650, 2.649304, 0.017196
0.360458, -1.187552, 0.394961, 0.316650, 2.654401, 0.017196
0.350458, -1.187552, 0.384961, 0.306650, 2.659398, 0.017196
0.340458, -1.187552, 0.374961, 0.296650, 2.664296, 0.017196
0.330458, -1.187552, 0.364961, 0.286650, 2.669093, 0.017196
0.320458, -1.187552, 0.354961, 0.276650, 2.673790, 0.017196
0.310458, -1.187552, 0.344961, 0.266650, 2.678387, 0.017196
0.300458, -1.187552, 0.334961, 0.256650, 2.682884, 0.017196
0.290458, -1.187552, 0.324961, 0.246650, 2.687281, 0.017196
0.280458, -1.187552, 0.314961, 0.236650, 2.691579, 0.017196
0.270458, -1.187552, 0.304961, 0.226650, 2.695776, 0.017196
0.260458, -1.187552, 0.294961, 0.216650, 2.699873, 0.017196
0.250458, -1.187552, 0.284961, 0.206650, 2.703870, 0.017196
0.240458, -1.187552, 0.274961, 0.196650, 2.707767, 0.017196
0.230458, -1.187552, 0.264961, 0.186650, 2.711564, 0.017196
0.220458, -1.187552, 0.254961, 0.176650, 2.715262, 0.017196
0.210458, -1.187552, 0.244961, 0.166650, 2.718859, 0.017196
0.200458, -1.187552, 0.234961, 0.156650, 2.722356, 0.017196
0.190458, -1.187552, 0.224961, 0.146650, 2.725753, 0.017196
0.180458, -1.187552, 0.214961, 0.136650, 2.729050, 0.017196
0.170458, -1.187552, 0.204961, 0.126650, 2.732247, 0.017196
0.160458, -1.187552, 0.194961, 0.116650, 2.735345, 0.017196
0.150458, -1.187552, 0.184961, 0.106650, 2.738342, 0.017196
0.140458, -1.187552, 0.174961, 0.096650, 2.741239, 0.017196
0.130458, -1.187552, 0.164961, 0.086650, 2.744036, 0.017196
0.120458, -1.187552, 0.154961, 0.076650, 2.746733, 0.017196
0.110458, -1.187552, 0.144961, 0.066650, 2.749331, 0.017196
0.100458, -1.187552, 0.134961, 0.056650, 2.751828, 0.017196
0.090458, -1.187552, 0.124961, 0.046650, 2.754225, 0.017196
0.080458, -1.187552, 0.114961, 0.036650, 2.756522, 0.017196
0.070458, -1.187552, 0.104961, 0.026650, 2.758719, 0.017196
0.060458, -1.187552, 0.094961, 0.016650, 2.760816, 0.017196
0.050458, -1.187552, 0.084961, 0.006650, 2.762814, 0.017196
0.040458, -1.187552, 0.074961, -0.003350, 2.764711, 0.017196
0.030458, -1.187552, 0.064961, -0.013350, 2.766508, 0.017196
0.020458, -1.187552, 0.054961, -0.023350, 2.768205, 0.017196
0.010458, -1.187552, 0.044961, -0.033350, 2.769802, 0.017196
0.000458, -1.187552, 0.034961, -0.043350, 2.771299, 0.017196
-0.009542, -1.187552, 0.024961, -0.053350, 2.772697, 0.017196
-0.019542, -1.187552, 0.014961, -0.063350, 2.773994, 0.017196
-0.029542, -1.187552, 0.004961, -0.073350, 2.775191, 0.017196
-0.039542, -1.187552, -0.005039, -0.083350, 2.776288, 0.017196
-0.049542, -1.187552, -0.015039, -0.093350, 2.777285, 0.017196
-0.059542, -1.187552, -0.025039, -0.103350, 2.778182, 0.017196
-0.069542, -1.187552, -0.035039, -0.113350, 2.778980, 0.017196
-0.079542, -1.187552, -0.045039, -0.123350, 2.779677, 0.017196
-0.089542, -1.187552, -0.055039, -0.133350, 2.780274, 0.017196
-0.099542, -1.187552, -0.065039, -0.143350, 2.780771, 0.017196
-0.109542, -1.187552, -0.075039, -0.153350, 2.781168, 0.017196
-0.119542, -1.187552, -0.085039, -0.163350, 2.781465, 0.017196
-0.129542, -1.187552, -0.095039, -0.173350, 2.781663, 0.017196
-0.139542, -1.187552, -0.105039, -0.183350, 2.781760, 0.017196
-0.149542, -1.187552, -0.115039, -0.193350, 2.781771, 0.017196
-0.159542, -1.187552, -0.125039, -0.203350, 2.781771, 0.017196
-0.169542, -1.187552, -0.135039, -0.213350, 2.781771, 0.017196
-0.179542, -1.187552, -0.145039, -0.223350, 2.781771, 0.017196
-0.189542, -1.187552, -0.155039, -0.233350, 2.781771, 0.017196
-0.199542, -1.187552, -0.165039, -0.243350, 2.781771, 0.017196
-0.209542, -1.187552, -0.175039, -0.253350, 2.781771, 0.017196
-0.219542, -1.187552, -0.185039, -0.263350, 2.781771, 0.017196
-0.229542, -1.187552, -0.195039, -0.273350, 2.781771, 0.017196
-0.239542, -1.187552, -0.205039, -0.283350, 2.781771, 0.017196
-0.249542, -1.187552, -0.215039, -0.293350, 2.781771, 0.017196
-0.259542, -1.187552, -0.225039, -0.303350, 2.781771, 0.017196
-0.269542, -1.187552, -0.235039, -0.313350, 2.781771, 0.017196
-0.279542, -1.187552, -0.245039, -0.323350, 2.781771, 0.017196
-0.289542, -1.187552, -0.255039, -0.333350, 2.781771, 0.017196
-0.299542, -1.187552, -0.265039, -0.343350, 2.781771, 0.017196
-0.309542, -1.187552, -0.275039, -0.353350, 2.781771, 0.017196
-0.319542, -1.187552, -0.285039, -0.363350, 2.781771, 0.017196
-0.329542, -1.187552, -0.295039, -0.373350, 2.781771, 0.017196
-0.339542, -1.187552, -0.305039, -0.383350, 2.781771, 0.017196
-0.349542, -1.187552, -0.315039, -0.393350, 2.781771, 0.017196
-0.359542, -1.187552, -0.325039, -0.403350, 2.781771, 0.017196
-0.369542, -1.187552, -0.335039, -0.413350, 2.781771, 0.017196
-0.379542, -1.187552, -0.345039, -0.423350, 2.781771, 0.017196
-0.389542, -1.187552, -0.355039, -0.433350, 2.781771, 0.017196
-0.399542, -1.187552, -0.365039, -0.443350, 2.781771, 0.017196
-0.409542, -1.187552, -0.375039, -0.453350, 2.781771, 0.017196
-0.419542, -1.187552, -0.385039, -0.463300, 2.781771, 0.017196
-0.429542, -1.187552, -0.395039, -0.473150, 2.781771, 0.017196
-0.439542, -1.187552, -0.405039, -0.482900, 2.781771, 0.017196
-0.449542, -1.187552, -0.415039, -0.492550, 2.781771, 0.017196
-0.459542, -1.187552, -0.425039, -0.502099, 2.781771, 0.017196
-0.469542, -1.187552, -0.435039, -0.511549, 2.781771, 0.017196
-0.479542, -1.187552, -0.445039, -0.520899, 2.781771, 0.017196
-0.489542, -1.187552, -0.455039, -0.530149, 2.781771, 0.017196
-0.499542, -1.187552, -0.465039, -0.539299, 2.781771, 0.017196
-0.509542, -1.187552, -0.475039, -0.548348, 2.781771, 0.017196
-0.519542, -1.187552, -0.485039, -0.557298, 2.781771, 0.017196
-0.529542, -1.187552, -0.495008, -0.566148, 2.781771, 0.017196
-0.539542, -1.187552, -0.504878, -0.574898, 2.781771, 0.017196
-0.549542, -1.187552, -0.514649, -0.583548, 2.781771, 0.017196
-0.559542, -1.187552, -0.524319, -0.592097, 2.781771, 0.017196
-0.569542, -1.187552, -0.533890, -0.600547, 2.781771, 0.017196
-0.579542, -1.187552, -0.543360, -0.608897, 2.781771, 0.017196
-0.589542, -1.187552, -0.552731, -0.617147, 2.781771, 0.017196
-0.599542, -1.187552, -0.562001, -0.625297, 2.781771, 0.017196
-0.609542, -1.187552, -0.571172, -0.633346, 2.781771, 0.017196
-0.619542, -1.187552, -0.580242, -0.641296, 2.781771, 0.017196
-0.629542, -1.187552, -0.589212, -0.649146, 2.781771, 0.017196
-0.639542, -1.187552, -0.598083, -0.656896, 2.781771, 0.017196
